STAT_DATE,XMMC,CMSL,CMSL_outlier,day_of_week,holiday
2016-06-09,(B)∂¨πœ(∞Î),126,83.25,3,2.0
2016-06-10,(B)∂¨πœ(∞Î),90,83.25,4,2.0
2016-06-11,(B)∂¨πœ(∞Î),92,83.25,5,2.0
2016-06-12,(B)∂¨πœ(∞Î),57,81.0,6,0.0
2016-06-13,(B)∂¨πœ(∞Î),59,59.0,0,0.0
2016-06-14,(B)∂¨πœ(∞Î),58,58.0,1,0.0
2016-06-15,(B)∂¨πœ(∞Î),44,55.0,2,0.0
2016-06-16,(B)∂¨πœ(∞Î),55,55.0,3,0.0
2016-06-17,(B)∂¨πœ(∞Î),68,68.0,4,0.0
2016-06-18,(B)∂¨πœ(∞Î),99,99.0,5,1.0
2016-06-19,(B)∂¨πœ(∞Î),109,100.25,6,1.0
2016-06-20,(B)∂¨πœ(∞Î),63,63.0,0,0.0
2016-06-21,(B)∂¨πœ(∞Î),63,63.0,1,0.0
2016-06-22,(B)∂¨πœ(∞Î),42,55.0,2,0.0
2016-06-23,(B)∂¨πœ(∞Î),55,55.0,3,0.0
2016-06-24,(B)∂¨πœ(∞Î),80,71.25,4,0.0
2016-06-25,(B)∂¨πœ(∞Î),104,104.0,5,1.0
2016-06-26,(B)∂¨πœ(∞Î),94,94.0,6,1.0
2016-06-27,(B)∂¨πœ(∞Î),55,55.0,0,0.0
2016-06-28,(B)∂¨πœ(∞Î),63,63.0,1,0.0
2016-06-29,(B)∂¨πœ(∞Î),71,71.0,2,0.0
2016-06-30,(B)∂¨πœ(∞Î),55,55.0,3,0.0
2016-07-01,(B)∂¨πœ(∞Î),79,71.25,4,0.0
2016-07-02,(B)∂¨πœ(∞Î),83,83.0,5,1.0
2016-07-03,(B)∂¨πœ(∞Î),95,95.0,6,1.0
2016-07-04,(B)∂¨πœ(∞Î),46,56.0,0,0.0
2016-07-05,(B)∂¨πœ(∞Î),77,77.0,1,0.0
2016-07-06,(B)∂¨πœ(∞Î),56,56.0,2,0.0
2016-07-07,(B)∂¨πœ(∞Î),72,72.0,3,0.0
2016-07-08,(B)∂¨πœ(∞Î),85,77.0,4,0.0
2016-07-09,(B)∂¨πœ(∞Î),102,102.0,5,1.0
2016-07-10,(B)∂¨πœ(∞Î),98,98.0,6,1.0
2016-07-11,(B)∂¨πœ(∞Î),55,55.0,0,0.0
2016-07-12,(B)∂¨πœ(∞Î),84,77.0,1,0.0
2016-07-13,(B)∂¨πœ(∞Î),57,57.0,2,0.0
2016-07-14,(B)∂¨πœ(∞Î),65,65.0,3,0.0
2016-07-15,(B)∂¨πœ(∞Î),84,77.0,4,0.0
2016-07-16,(B)∂¨πœ(∞Î),111,111.0,5,1.0
2016-07-17,(B)∂¨πœ(∞Î),110,110.0,6,1.0
2016-07-18,(B)∂¨πœ(∞Î),63,63.0,0,0.0
2016-07-19,(B)∂¨πœ(∞Î),63,63.0,1,0.0
2016-07-20,(B)∂¨πœ(∞Î),56,56.0,2,0.0
2016-07-21,(B)∂¨πœ(∞Î),75,75.0,3,0.0
2016-07-22,(B)∂¨πœ(∞Î),77,77.0,4,0.0
2016-07-23,(B)∂¨πœ(∞Î),117,110.25,5,1.0
2016-07-24,(B)∂¨πœ(∞Î),97,97.0,6,1.0
2016-07-25,(B)∂¨πœ(∞Î),49,56.0,0,0.0
2016-07-26,(B)∂¨πœ(∞Î),68,68.0,1,0.0
2016-07-27,(B)∂¨πœ(∞Î),54,54.0,2,0.0
2016-07-28,(B)∂¨πœ(∞Î),65,65.0,3,0.0
2016-07-29,(B)∂¨πœ(∞Î),92,77.0,4,0.0
2016-07-30,(B)∂¨πœ(∞Î),100,100.0,5,1.0
2016-07-31,(B)∂¨πœ(∞Î),120,103.5,6,1.0
2016-08-01,(B)∂¨πœ(∞Î),74,74.0,0,0.0
2016-08-02,(B)∂¨πœ(∞Î),75,75.0,1,0.0
2016-08-03,(B)∂¨πœ(∞Î),65,65.0,2,0.0
2016-08-04,(B)∂¨πœ(∞Î),53,53.0,3,0.0
2016-08-05,(B)∂¨πœ(∞Î),70,70.0,4,0.0
2016-08-06,(B)∂¨πœ(∞Î),87,87.0,5,1.0
2016-08-07,(B)∂¨πœ(∞Î),94,94.0,6,1.0
2016-08-08,(B)∂¨πœ(∞Î),75,75.0,0,0.0
2016-08-09,(B)∂¨πœ(∞Î),88,71.75,1,0.0
2016-08-10,(B)∂¨πœ(∞Î),50,56.25,2,0.0
2016-08-11,(B)∂¨πœ(∞Î),45,56.25,3,0.0
2016-08-12,(B)∂¨πœ(∞Î),62,62.0,4,0.0
2016-08-13,(B)∂¨πœ(∞Î),84,84.0,5,1.0
2016-08-14,(B)∂¨πœ(∞Î),84,84.0,6,1.0
2016-08-15,(B)∂¨πœ(∞Î),82,71.75,0,0.0
2016-08-16,(B)∂¨πœ(∞Î),62,62.0,1,0.0
2016-08-17,(B)∂¨πœ(∞Î),54,54.0,2,0.0
2016-08-18,(B)∂¨πœ(∞Î),69,69.0,3,0.0
2016-08-19,(B)∂¨πœ(∞Î),62,62.0,4,0.0
2016-08-20,(B)∂¨πœ(∞Î),89,89.0,5,1.0
2016-08-21,(B)∂¨πœ(∞Î),102,102.0,6,1.0
2016-08-22,(B)∂¨πœ(∞Î),57,57.0,0,0.0
2016-08-23,(B)∂¨πœ(∞Î),53,53.0,1,0.0
2016-08-24,(B)∂¨πœ(∞Î),71,71.0,2,0.0
2016-08-25,(B)∂¨πœ(∞Î),66,66.0,3,0.0
2016-08-26,(B)∂¨πœ(∞Î),58,58.0,4,0.0
2016-08-27,(B)∂¨πœ(∞Î),108,108.0,5,1.0
2016-08-28,(B)∂¨πœ(∞Î),87,87.0,6,1.0
2016-08-29,(B)∂¨πœ(∞Î),40,57.5,0,0.0
2016-08-30,(B)∂¨πœ(∞Î),61,61.0,1,0.0
2016-08-31,(B)∂¨πœ(∞Î),76,76.0,2,0.0
2016-09-01,(B)∂¨πœ(∞Î),81,81.0,3,0.0
2016-09-02,(B)∂¨πœ(∞Î),73,73.0,4,0.0
2016-09-03,(B)∂¨πœ(∞Î),96,96.0,5,1.0
2016-09-04,(B)∂¨πœ(∞Î),108,108.0,6,1.0
2016-09-05,(B)∂¨πœ(∞Î),56,56.0,0,0.0
2016-09-06,(B)∂¨πœ(∞Î),62,62.0,1,0.0
2016-09-07,(B)∂¨πœ(∞Î),79,79.0,2,0.0
2016-09-08,(B)∂¨πœ(∞Î),66,66.0,3,0.0
2016-09-09,(B)∂¨πœ(∞Î),58,58.0,4,0.0
2016-09-10,(B)∂¨πœ(∞Î),78,78.0,5,1.0
2016-09-11,(B)∂¨πœ(∞Î),102,102.0,6,1.0
2016-09-12,(B)∂¨πœ(∞Î),54,54.0,0,0.0
2016-09-13,(B)∂¨πœ(∞Î),69,69.0,1,0.0
2016-09-14,(B)∂¨πœ(∞Î),88,76.75,2,0.0
2016-09-15,(B)∂¨πœ(∞Î),136,114.5,3,2.0
2016-09-16,(B)∂¨πœ(∞Î),115,76.75,4,2.0
2016-09-17,(B)∂¨πœ(∞Î),81,81.0,5,2.0
2016-09-18,(B)∂¨πœ(∞Î),60,80.25,6,0.0
2016-09-19,(B)∂¨πœ(∞Î),65,65.0,0,0.0
2016-09-20,(B)∂¨πœ(∞Î),46,57.5,1,0.0
2016-09-21,(B)∂¨πœ(∞Î),66,66.0,2,0.0
2016-09-22,(B)∂¨πœ(∞Î),48,57.5,3,0.0
2016-09-23,(B)∂¨πœ(∞Î),76,76.0,4,0.0
2016-09-24,(B)∂¨πœ(∞Î),108,108.0,5,1.0
2016-09-25,(B)∂¨πœ(∞Î),95,95.0,6,1.0
2016-09-26,(B)∂¨πœ(∞Î),63,63.0,0,0.0
2016-09-27,(B)∂¨πœ(∞Î),55,55.0,1,0.0
2016-09-28,(B)∂¨πœ(∞Î),61,61.0,2,0.0
2016-09-29,(B)∂¨πœ(∞Î),67,67.0,3,0.0
2016-09-30,(B)∂¨πœ(∞Î),91,91.0,4,0.0
2016-10-01,(B)∂¨πœ(∞Î),114,99.5,5,2.0
2016-10-02,(B)∂¨πœ(∞Î),88,88.0,6,2.0
2016-10-03,(B)∂¨πœ(∞Î),91,91.0,0,2.0
2016-10-04,(B)∂¨πœ(∞Î),83,83.0,1,2.0
2016-10-05,(B)∂¨πœ(∞Î),94,85.0,2,2.0
2016-10-06,(B)∂¨πœ(∞Î),114,85.0,3,2.0
2016-10-07,(B)∂¨πœ(∞Î),94,85.0,4,2.0
2016-10-08,(B)∂¨πœ(∞Î),69,83.25,5,0.0
2016-10-09,(B)∂¨πœ(∞Î),61,83.25,6,0.0
2016-10-10,(B)∂¨πœ(∞Î),57,57.0,0,0.0
2016-10-11,(B)∂¨πœ(∞Î),52,52.0,1,0.0
2016-10-12,(B)∂¨πœ(∞Î),52,52.0,2,0.0
2016-10-13,(B)∂¨πœ(∞Î),66,66.0,3,0.0
2016-10-14,(B)∂¨πœ(∞Î),77,77.0,4,0.0
2016-10-15,(B)∂¨πœ(∞Î),95,95.0,5,1.0
2016-10-16,(B)∂¨πœ(∞Î),92,92.0,6,1.0
2016-10-17,(B)∂¨πœ(∞Î),54,54.0,0,0.0
2016-10-18,(B)∂¨πœ(∞Î),73,73.0,1,0.0
2016-10-19,(B)∂¨πœ(∞Î),54,54.0,2,0.0
2016-10-20,(B)∂¨πœ(∞Î),69,69.0,3,0.0
2016-10-21,(B)∂¨πœ(∞Î),82,82.0,4,0.0
2016-10-22,(B)∂¨πœ(∞Î),113,99.5,5,1.0
2016-10-23,(B)∂¨πœ(∞Î),118,109.0,6,1.0
2016-10-24,(B)∂¨πœ(∞Î),59,59.0,0,0.0
2016-10-25,(B)∂¨πœ(∞Î),67,67.0,1,0.0
2016-10-26,(B)∂¨πœ(∞Î),74,69.5,2,0.0
2016-10-27,(B)∂¨πœ(∞Î),64,64.0,3,0.0
2016-10-28,(B)∂¨πœ(∞Î),97,69.5,4,0.0
2016-10-29,(B)∂¨πœ(∞Î),136,109.0,5,1.0
2016-10-30,(B)∂¨πœ(∞Î),98,98.0,6,1.0
2016-10-31,(B)∂¨πœ(∞Î),75,69.5,0,0.0
2016-11-01,(B)∂¨πœ(∞Î),75,69.5,1,0.0
2016-11-02,(B)∂¨πœ(∞Î),53,57.5,2,0.0
2016-11-03,(B)∂¨πœ(∞Î),59,59.0,3,0.0
2016-11-04,(B)∂¨πœ(∞Î),65,65.0,4,0.0
2016-11-05,(B)∂¨πœ(∞Î),99,99.0,5,1.0
2016-11-06,(B)∂¨πœ(∞Î),80,91.0,6,1.0
2016-11-07,(B)∂¨πœ(∞Î),55,55.0,0,0.0
2016-11-08,(B)∂¨πœ(∞Î),55,55.0,1,0.0
2016-11-09,(B)∂¨πœ(∞Î),58,58.0,2,0.0
2016-11-10,(B)∂¨πœ(∞Î),62,62.0,3,0.0
2016-11-11,(B)∂¨πœ(∞Î),77,69.5,4,0.0
2016-11-12,(B)∂¨πœ(∞Î),94,94.0,5,1.0
2016-11-13,(B)∂¨πœ(∞Î),82,91.0,6,1.0
2016-11-14,(B)∂¨πœ(∞Î),58,58.0,0,0.0
2016-11-15,(B)∂¨πœ(∞Î),54,54.0,1,0.0
2016-11-16,(B)∂¨πœ(∞Î),56,56.0,2,0.0
2016-11-17,(B)∂¨πœ(∞Î),64,64.0,3,0.0
2016-11-18,(B)∂¨πœ(∞Î),68,68.0,4,0.0
2016-11-19,(B)∂¨πœ(∞Î),106,106.0,5,1.0
2016-11-20,(B)∂¨πœ(∞Î),97,97.0,6,1.0
2016-11-21,(B)∂¨πœ(∞Î),42,42.0,0,0.0
2016-11-22,(B)∂¨πœ(∞Î),43,43.0,1,0.0
2016-11-23,(B)∂¨πœ(∞Î),53,53.0,2,0.0
2016-11-24,(B)∂¨πœ(∞Î),61,61.0,3,0.0
2016-11-25,(B)∂¨πœ(∞Î),61,61.0,4,0.0
2016-11-26,(B)∂¨πœ(∞Î),90,90.0,5,1.0
2016-11-27,(B)∂¨πœ(∞Î),79,87.25,6,1.0
2016-11-28,(B)∂¨πœ(∞Î),41,41.0,0,0.0
2016-11-29,(B)∂¨πœ(∞Î),45,45.0,1,0.0
2016-11-30,(B)∂¨πœ(∞Î),50,50.0,2,0.0
2016-12-01,(B)∂¨πœ(∞Î),43,43.0,3,0.0
2016-12-02,(B)∂¨πœ(∞Î),67,61.75,4,0.0
2016-12-03,(B)∂¨πœ(∞Î),100,100.0,5,1.0
2016-12-04,(B)∂¨πœ(∞Î),73,87.25,6,1.0
2016-12-05,(B)∂¨πœ(∞Î),58,58.0,0,0.0
2016-12-06,(B)∂¨πœ(∞Î),39,44.5,1,0.0
2016-12-07,(B)∂¨πœ(∞Î),51,51.0,2,0.0
2016-12-08,(B)∂¨πœ(∞Î),52,52.0,3,0.0
2016-12-09,(B)∂¨πœ(∞Î),74,61.75,4,0.0
2016-12-10,(B)∂¨πœ(∞Î),107,100.25,5,1.0
2016-12-11,(B)∂¨πœ(∞Î),101,101.0,6,1.0
2016-12-12,(B)∂¨πœ(∞Î),53,53.0,0,0.0
2016-12-13,(B)∂¨πœ(∞Î),69,61.75,1,0.0
2016-12-14,(B)∂¨πœ(∞Î),58,58.0,2,0.0
2016-12-15,(B)∂¨πœ(∞Î),64,64.0,3,0.0
2016-12-16,(B)∂¨πœ(∞Î),67,61.75,4,0.0
2016-12-17,(B)∂¨πœ(∞Î),96,96.0,5,1.0
2016-12-18,(B)∂¨πœ(∞Î),85,85.0,6,1.0
2016-12-19,(B)∂¨πœ(∞Î),58,58.0,0,0.0
2016-12-20,(B)∂¨πœ(∞Î),74,74.0,1,0.0
2016-12-21,(B)∂¨πœ(∞Î),50,61.0,2,0.0
2016-12-22,(B)∂¨πœ(∞Î),73,73.0,3,0.0
2016-12-23,(B)∂¨πœ(∞Î),80,80.0,4,0.0
2016-12-24,(B)∂¨πœ(∞Î),114,114.0,5,1.0
2016-12-25,(B)∂¨πœ(∞Î),100,100.0,6,1.0
2016-12-26,(B)∂¨πœ(∞Î),70,70.0,0,0.0
2016-12-27,(B)∂¨πœ(∞Î),59,59.0,1,0.0
2016-12-28,(B)∂¨πœ(∞Î),66,66.0,2,0.0
2016-12-29,(B)∂¨πœ(∞Î),78,78.0,3,0.0
2016-12-30,(B)∂¨πœ(∞Î),89,78.0,4,0.0
2016-12-31,(B)∂¨πœ(∞Î),123,114.5,5,2.0
2017-01-01,(B)∂¨πœ(∞Î),112,112.0,6,2.0
2017-01-02,(B)∂¨πœ(∞Î),96,78.0,0,2.0
2017-01-03,(B)∂¨πœ(∞Î),65,65.0,1,0.0
2017-01-04,(B)∂¨πœ(∞Î),61,61.0,2,0.0
2017-01-05,(B)∂¨πœ(∞Î),60,60.0,3,0.0
2017-01-06,(B)∂¨πœ(∞Î),69,69.0,4,0.0
2017-01-07,(B)∂¨πœ(∞Î),86,86.0,5,1.0
2017-01-08,(B)∂¨πœ(∞Î),79,79.0,6,1.0
2017-01-09,(B)∂¨πœ(∞Î),72,72.0,0,0.0
2017-01-10,(B)∂¨πœ(∞Î),61,61.0,1,0.0
2017-01-11,(B)∂¨πœ(∞Î),78,78.0,2,0.0
2017-01-12,(B)∂¨πœ(∞Î),65,65.0,3,0.0
2017-01-13,(B)∂¨πœ(∞Î),120,78.0,4,0.0
2017-01-14,(B)∂¨πœ(∞Î),83,83.0,5,1.0
2017-01-15,(B)∂¨πœ(∞Î),88,88.0,6,1.0
2017-01-16,(B)∂¨πœ(∞Î),57,57.0,0,0.0
2017-01-17,(B)∂¨πœ(∞Î),61,61.0,1,0.0
2017-01-18,(B)∂¨πœ(∞Î),81,81.0,2,0.0
2017-01-19,(B)∂¨πœ(∞Î),82,82.0,3,0.0
2017-01-20,(B)∂¨πœ(∞Î),76,76.0,4,0.0
2017-01-21,(B)∂¨πœ(∞Î),93,93.0,5,1.0
2017-01-22,(B)∂¨πœ(∞Î),79,79.0,6,0.0
2017-01-23,(B)∂¨πœ(∞Î),76,76.0,0,0.0
2017-01-24,(B)∂¨πœ(∞Î),54,54.0,1,0.0
2017-01-25,(B)∂¨πœ(∞Î),68,68.0,2,0.0
2017-01-26,(B)∂¨πœ(∞Î),62,62.0,3,0.0
2017-01-29,(B)∂¨πœ(∞Î),71,88.0,6,2.0
2017-01-30,(B)∂¨πœ(∞Î),86,76.0,0,2.0
2017-01-31,(B)∂¨πœ(∞Î),76,88.0,1,2.0
2017-02-01,(B)∂¨πœ(∞Î),61,88.0,2,2.0
2017-02-02,(B)∂¨πœ(∞Î),93,76.0,3,2.0
2017-02-03,(B)∂¨πœ(∞Î),46,53.75,4,0.0
2017-02-04,(B)∂¨πœ(∞Î),61,75.5,5,0.0
2017-02-05,(B)∂¨πœ(∞Î),93,93.0,6,1.0
2017-02-06,(B)∂¨πœ(∞Î),44,53.75,0,0.0
2017-02-07,(B)∂¨πœ(∞Î),45,53.75,1,0.0
2017-02-08,(B)∂¨πœ(∞Î),53,53.0,2,0.0
2017-02-09,(B)∂¨πœ(∞Î),57,57.0,3,0.0
2017-02-10,(B)∂¨πœ(∞Î),72,72.0,4,0.0
2017-02-11,(B)∂¨πœ(∞Î),114,93.0,5,1.0
2017-02-12,(B)∂¨πœ(∞Î),77,77.0,6,1.0
2017-02-13,(B)∂¨πœ(∞Î),42,53.75,0,0.0
2017-02-14,(B)∂¨πœ(∞Î),67,67.0,1,0.0
2017-02-15,(B)∂¨πœ(∞Î),43,54.25,2,0.0
2017-02-16,(B)∂¨πœ(∞Î),81,68.0,3,0.0
2017-02-17,(B)∂¨πœ(∞Î),71,71.0,4,0.0
2017-02-18,(B)∂¨πœ(∞Î),89,89.0,5,1.0
2017-02-19,(B)∂¨πœ(∞Î),83,88.25,6,1.0
2017-02-20,(B)∂¨πœ(∞Î),45,54.25,0,0.0
2017-02-21,(B)∂¨πœ(∞Î),65,65.0,1,0.0
2017-02-22,(B)∂¨πœ(∞Î),60,60.0,2,0.0
2017-02-23,(B)∂¨πœ(∞Î),61,61.0,3,0.0
2017-02-24,(B)∂¨πœ(∞Î),75,68.0,4,0.0
2017-02-25,(B)∂¨πœ(∞Î),86,86.0,5,1.0
2017-02-26,(B)∂¨πœ(∞Î),93,93.0,6,1.0
2017-02-27,(B)∂¨πœ(∞Î),49,54.25,0,0.0
2017-02-28,(B)∂¨πœ(∞Î),60,60.0,1,0.0
2017-03-01,(B)∂¨πœ(∞Î),59,59.0,2,0.0
2017-03-02,(B)∂¨πœ(∞Î),51,51.0,3,0.0
2017-03-03,(B)∂¨πœ(∞Î),66,66.0,4,0.0
2017-03-04,(B)∂¨πœ(∞Î),100,96.25,5,1.0
2017-03-05,(B)∂¨πœ(∞Î),94,94.0,6,1.0
2017-03-06,(B)∂¨πœ(∞Î),56,56.0,0,0.0
2017-03-07,(B)∂¨πœ(∞Î),55,55.0,1,0.0
2017-03-08,(B)∂¨πœ(∞Î),100,68.0,2,0.0
2017-03-09,(B)∂¨πœ(∞Î),57,57.0,3,0.0
2017-03-10,(B)∂¨πœ(∞Î),84,68.0,4,0.0
2017-03-11,(B)∂¨πœ(∞Î),102,96.25,5,1.0
2017-03-12,(B)∂¨πœ(∞Î),95,95.0,6,1.0
2017-03-13,(B)∂¨πœ(∞Î),52,52.0,0,0.0
2017-03-14,(B)∂¨πœ(∞Î),56,56.0,1,0.0
2017-03-15,(B)∂¨πœ(∞Î),60,60.0,2,0.0
2017-03-16,(B)∂¨πœ(∞Î),57,57.0,3,0.0
2017-03-17,(B)∂¨πœ(∞Î),77,77.0,4,0.0
2017-03-18,(B)∂¨πœ(∞Î),120,120.0,5,1.0
2017-03-19,(B)∂¨πœ(∞Î),99,99.0,6,1.0
2017-03-20,(B)∂¨πœ(∞Î),63,63.0,0,0.0
2017-03-21,(B)∂¨πœ(∞Î),68,68.0,1,0.0
2017-03-22,(B)∂¨πœ(∞Î),65,65.0,2,0.0
2017-03-23,(B)∂¨πœ(∞Î),72,72.0,3,0.0
2017-03-24,(B)∂¨πœ(∞Î),95,76.25,4,0.0
2017-03-25,(B)∂¨πœ(∞Î),109,109.0,5,1.0
2017-03-26,(B)∂¨πœ(∞Î),114,114.0,6,1.0
2017-03-27,(B)∂¨πœ(∞Î),75,75.0,0,0.0
2017-03-28,(B)∂¨πœ(∞Î),59,59.0,1,0.0
2017-03-29,(B)∂¨πœ(∞Î),72,72.0,2,0.0
2017-03-30,(B)∂¨πœ(∞Î),76,76.0,3,0.0
2017-03-31,(B)∂¨πœ(∞Î),90,76.25,4,0.0
2017-04-01,(B)∂¨πœ(∞Î),98,98.0,5,0.0
2017-04-02,(B)∂¨πœ(∞Î),124,114.5,6,2.0
2017-04-03,(B)∂¨πœ(∞Î),103,76.25,0,2.0
2017-04-04,(B)∂¨πœ(∞Î),88,76.25,1,2.0
2017-04-05,(B)∂¨πœ(∞Î),53,59.75,2,0.0
2017-04-06,(B)∂¨πœ(∞Î),66,66.0,3,0.0
2017-04-07,(B)∂¨πœ(∞Î),66,66.0,4,0.0
2017-04-08,(B)∂¨πœ(∞Î),122,122.0,5,1.0
2017-04-09,(B)∂¨πœ(∞Î),93,93.0,6,1.0
2017-04-10,(B)∂¨πœ(∞Î),49,59.75,0,0.0
2017-04-11,(B)∂¨πœ(∞Î),59,59.0,1,0.0
2017-04-12,(B)∂¨πœ(∞Î),60,60.0,2,0.0
2017-04-13,(B)∂¨πœ(∞Î),58,58.0,3,0.0
2017-04-14,(B)∂¨πœ(∞Î),84,84.0,4,0.0
2017-04-15,(B)∂¨πœ(∞Î),111,111.0,5,1.0
2017-04-16,(B)∂¨πœ(∞Î),96,96.0,6,1.0
2017-04-17,(B)∂¨πœ(∞Î),50,59.0,0,0.0
2017-04-18,(B)∂¨πœ(∞Î),69,69.0,1,0.0
2017-04-19,(B)∂¨πœ(∞Î),81,81.0,2,0.0
2017-04-20,(B)∂¨πœ(∞Î),83,83.0,3,0.0
2017-04-21,(B)∂¨πœ(∞Î),90,80.25,4,0.0
2017-04-22,(B)∂¨πœ(∞Î),99,99.0,5,1.0
2017-04-23,(B)∂¨πœ(∞Î),114,114.0,6,1.0
2017-04-24,(B)∂¨πœ(∞Î),61,61.0,0,0.0
2017-04-25,(B)∂¨πœ(∞Î),69,69.0,1,0.0
2017-04-26,(B)∂¨πœ(∞Î),60,60.0,2,0.0
2017-04-27,(B)∂¨πœ(∞Î),57,57.0,3,0.0
2017-04-28,(B)∂¨πœ(∞Î),69,69.0,4,0.0
2017-04-29,(B)∂¨πœ(∞Î),115,115.0,5,2.0
2017-04-30,(B)∂¨πœ(∞Î),115,115.0,6,2.0
2017-05-01,(B)∂¨πœ(∞Î),113,80.25,0,2.0
2017-05-02,(B)∂¨πœ(∞Î),62,62.0,1,0.0
2017-05-03,(B)∂¨πœ(∞Î),54,54.0,2,0.0
2017-05-04,(B)∂¨πœ(∞Î),62,62.0,3,0.0
2017-05-05,(B)∂¨πœ(∞Î),80,80.0,4,0.0
2017-05-06,(B)∂¨πœ(∞Î),112,112.0,5,1.0
2017-05-07,(B)∂¨πœ(∞Î),85,98.25,6,1.0
2017-05-08,(B)∂¨πœ(∞Î),59,59.0,0,0.0
2017-05-09,(B)∂¨πœ(∞Î),62,62.0,1,0.0
2017-05-10,(B)∂¨πœ(∞Î),84,84.0,2,0.0
2017-05-11,(B)∂¨πœ(∞Î),77,77.0,3,0.0
2017-05-12,(B)∂¨πœ(∞Î),88,88.0,4,0.0
2017-05-13,(B)∂¨πœ(∞Î),144,124.5,5,1.0
2017-05-14,(B)∂¨πœ(∞Î),115,115.0,6,1.0
2017-05-15,(B)∂¨πœ(∞Î),72,72.0,0,0.0
2017-05-16,(B)∂¨πœ(∞Î),71,71.0,1,0.0
2017-05-17,(B)∂¨πœ(∞Î),66,66.0,2,0.0
2017-05-18,(B)∂¨πœ(∞Î),60,60.0,3,0.0
2017-05-19,(B)∂¨πœ(∞Î),83,83.0,4,0.0
2017-05-20,(B)∂¨πœ(∞Î),132,124.5,5,1.0
2017-05-21,(B)∂¨πœ(∞Î),92,104.5,6,1.0
2017-05-22,(B)∂¨πœ(∞Î),73,73.0,0,0.0
2017-05-23,(B)∂¨πœ(∞Î),64,64.0,1,0.0
2017-05-24,(B)∂¨πœ(∞Î),80,80.0,2,0.0
2017-05-25,(B)∂¨πœ(∞Î),59,65.5,3,0.0
2017-05-26,(B)∂¨πœ(∞Î),81,81.0,4,0.0
2017-05-27,(B)∂¨πœ(∞Î),94,104.5,5,0.0
2017-05-28,(B)∂¨πœ(∞Î),113,113.0,6,2.0
2017-05-29,(B)∂¨πœ(∞Î),130,114.5,0,2.0
2017-05-30,(B)∂¨πœ(∞Î),111,85.0,1,2.0
2017-05-31,(B)∂¨πœ(∞Î),54,65.5,2,0.0
2017-06-01,(B)∂¨πœ(∞Î),92,85.0,3,0.0
2017-06-02,(B)∂¨πœ(∞Î),92,85.0,4,0.0
2017-06-03,(B)∂¨πœ(∞Î),108,108.0,5,1.0
2017-06-04,(B)∂¨πœ(∞Î),122,122.0,6,1.0
2017-06-05,(B)∂¨πœ(∞Î),66,66.0,0,0.0
2017-06-06,(B)∂¨πœ(∞Î),83,83.0,1,0.0
2017-06-07,(B)∂¨πœ(∞Î),68,73.0,2,0.0
2017-06-08,(B)∂¨πœ(∞Î),74,74.0,3,0.0
2017-06-09,(B)∂¨πœ(∞Î),86,86.0,4,0.0
2017-06-10,(B)∂¨πœ(∞Î),125,125.0,5,1.0
2017-06-11,(B)∂¨πœ(∞Î),128,128.0,6,1.0
2017-06-12,(B)∂¨πœ(∞Î),64,73.0,0,0.0
2017-06-13,(B)∂¨πœ(∞Î),80,80.0,1,0.0
2017-06-14,(B)∂¨πœ(∞Î),73,73.0,2,0.0
2017-06-15,(B)∂¨πœ(∞Î),68,73.0,3,0.0
2017-06-16,(B)∂¨πœ(∞Î),85,85.0,4,0.0
2017-06-17,(B)∂¨πœ(∞Î),135,131.25,5,1.0
2017-06-18,(B)∂¨πœ(∞Î),130,130.0,6,1.0
2017-06-19,(B)∂¨πœ(∞Î),84,84.0,0,0.0
2017-06-20,(B)∂¨πœ(∞Î),75,75.0,1,0.0
2017-06-21,(B)∂¨πœ(∞Î),63,73.0,2,0.0
2017-06-22,(B)∂¨πœ(∞Î),93,85.25,3,0.0
2017-06-23,(B)∂¨πœ(∞Î),101,85.25,4,0.0
2017-06-24,(B)∂¨πœ(∞Î),141,131.25,5,1.0
2017-06-25,(B)∂¨πœ(∞Î),128,128.0,6,1.0
2017-06-26,(B)∂¨πœ(∞Î),81,81.0,0,0.0
2017-06-27,(B)∂¨πœ(∞Î),77,77.0,1,0.0
2017-06-28,(B)∂¨πœ(∞Î),79,79.0,2,0.0
2017-06-29,(B)∂¨πœ(∞Î),87,87.0,3,0.0
2017-06-30,(B)∂¨πœ(∞Î),93,85.25,4,0.0
2017-07-01,(B)∂¨πœ(∞Î),113,123.75,5,1.0
2017-07-02,(B)∂¨πœ(∞Î),120,123.75,6,1.0
2017-07-03,(B)∂¨πœ(∞Î),73,73.0,0,0.0
2017-07-04,(B)∂¨πœ(∞Î),58,73.75,1,0.0
2017-07-05,(B)∂¨πœ(∞Î),98,91.5,2,0.0
2017-07-06,(B)∂¨πœ(∞Î),91,91.0,3,0.0
2017-07-07,(B)∂¨πœ(∞Î),68,73.75,4,0.0
2017-07-08,(B)∂¨πœ(∞Î),148,138.25,5,1.0
2017-07-09,(B)∂¨πœ(∞Î),135,135.0,6,1.0
2017-07-10,(B)∂¨πœ(∞Î),74,74.0,0,0.0
2017-07-11,(B)∂¨πœ(∞Î),72,72.0,1,0.0
2017-07-12,(B)∂¨πœ(∞Î),82,82.0,2,0.0
2017-07-13,(B)∂¨πœ(∞Î),91,91.0,3,0.0
